org.clever.Common.XMPPCommunicator.ConnectionXMPP: connect 2014-01-14 19:09:17,377 [main] INFO  XMPPCommunicator {138}- XMPP connected plain mode
org.clever.Common.XMPPCommunicator.ConnectionXMPP: authenticate 2014-01-14 19:09:18,649 [main] DEBUG XMPPCommunicator {332}- XMPP connection established with username: hmricky password: hmricky server: riccardo port: 5222
org.clever.Common.XMPPCommunicator.ConnectionXMPP: joinInRoom 2014-01-14 19:09:18,656 [main] INFO  XMPPCommunicator {242}- Creating room: room@conference.riccardo with nickname: hmricky
org.clever.Common.XMPPCommunicator.ConnectionXMPP: joinInRoom 2014-01-14 19:09:18,903 [main] INFO  XMPPCommunicator {248}- Created room: room@conference.riccardo with nickname: hmricky
org.clever.Common.Initiator.Initiator: start 2014-01-14 19:09:18,953 [main] INFO  Initiator {492}- Lancio processo Initiator, pid: 10020@riccardo
org.clever.Common.Initiator.Initiator: launchHostCoordinator 2014-01-14 19:09:18,953 [main] INFO  Initiator {436}- Lancio host coordinator
org.clever.HostManager.HostCoordinator.HostCoordinator: init 2014-01-14 19:09:18,955 [main] DEBUG Host Coordinator {92}- CLASSPATH= dist/clever.jar
org.clever.HostManager.HostCoordinator.HostCoordinator: init 2014-01-14 19:09:18,958 [main] DEBUG Host Coordinator {125}- ./libraries:/usr/java/packages/lib/i386:/lib:/usr/lib:./libraries
org.clever.HostManager.HostCoordinator.HostCoordinator: init 2014-01-14 19:09:18,958 [main] INFO  Host Coordinator {127}- Initiator created
org.clever.HostManager.HostCoordinator.HostCoordinator: init 2014-01-14 19:09:18,958 [main] INFO  Host Coordinator {137}- 

 valori nuovi caricati: 4 10
org.clever.Common.Communicator.Agent: start 2014-01-14 19:09:18,962 [main] INFO  DispatcherAgentHM {84}- 
istanzio ModuleCommunicator(agentName), dove agentName: DispatcherAgentHm
org.clever.Common.CommunicatorPlugins.Dbus.CommunicatorDbus: init 2014-01-14 19:09:18,967 [main] INFO  DbusCommunicationPlugin {62}- Initializing the Dbus Communication plugin 
org.clever.Common.XMPPCommunicator.ConnectionXMPP: connect 2014-01-14 19:10:47,216 [main] INFO  XMPPCommunicator {138}- XMPP connected plain mode
org.clever.Common.XMPPCommunicator.ConnectionXMPP: authenticate 2014-01-14 19:10:47,799 [main] DEBUG XMPPCommunicator {332}- XMPP connection established with username: hmricky password: hmricky server: riccardo port: 5222
org.clever.Common.XMPPCommunicator.ConnectionXMPP: joinInRoom 2014-01-14 19:10:47,805 [main] INFO  XMPPCommunicator {242}- Creating room: room@conference.riccardo with nickname: hmricky
org.clever.Common.XMPPCommunicator.ConnectionXMPP: joinInRoom 2014-01-14 19:10:47,829 [main] INFO  XMPPCommunicator {248}- Created room: room@conference.riccardo with nickname: hmricky
org.clever.Common.Initiator.Initiator: start 2014-01-14 19:10:47,833 [main] INFO  Initiator {492}- Lancio processo Initiator, pid: 10210@riccardo
org.clever.Common.Initiator.Initiator: launchHostCoordinator 2014-01-14 19:10:47,833 [main] INFO  Initiator {436}- Lancio host coordinator
org.clever.HostManager.HostCoordinator.HostCoordinator: init 2014-01-14 19:10:47,836 [main] DEBUG Host Coordinator {92}- CLASSPATH= dist/clever.jar
org.clever.HostManager.HostCoordinator.HostCoordinator: init 2014-01-14 19:10:47,841 [main] DEBUG Host Coordinator {125}- ./libraries:/usr/java/packages/lib/i386:/lib:/usr/lib:./libraries
org.clever.HostManager.HostCoordinator.HostCoordinator: init 2014-01-14 19:10:47,842 [main] INFO  Host Coordinator {127}- Initiator created
org.clever.HostManager.HostCoordinator.HostCoordinator: init 2014-01-14 19:10:47,842 [main] INFO  Host Coordinator {137}- 

 valori nuovi caricati: 4 10
org.clever.Common.Communicator.Agent: start 2014-01-14 19:10:47,846 [main] INFO  DispatcherAgentHM {84}- 
istanzio ModuleCommunicator(agentName), dove agentName: DispatcherAgentHm
org.clever.Common.CommunicatorPlugins.Dbus.CommunicatorDbus: init 2014-01-14 19:10:47,853 [main] INFO  DbusCommunicationPlugin {62}- Initializing the Dbus Communication plugin 
org.clever.Common.XMPPCommunicator.ConnectionXMPP: connect 2014-01-14 19:29:35,509 [main] INFO  XMPPCommunicator {138}- XMPP connected plain mode
org.clever.Common.XMPPCommunicator.ConnectionXMPP: authenticate 2014-01-14 19:29:37,078 [main] DEBUG XMPPCommunicator {332}- XMPP connection established with username: hmricky password: hmricky server: riccardo port: 5222
org.clever.Common.XMPPCommunicator.ConnectionXMPP: joinInRoom 2014-01-14 19:29:37,083 [main] INFO  XMPPCommunicator {242}- Creating room: room@conference.riccardo with nickname: hmricky
org.clever.Common.XMPPCommunicator.ConnectionXMPP: joinInRoom 2014-01-14 19:29:37,146 [main] INFO  XMPPCommunicator {248}- Created room: room@conference.riccardo with nickname: hmricky
org.clever.Common.Initiator.Initiator: start 2014-01-14 19:29:37,484 [main] INFO  Initiator {492}- Lancio processo Initiator, pid: 2799@riccardo
org.clever.Common.Initiator.Initiator: launchHostCoordinator 2014-01-14 19:29:37,484 [main] INFO  Initiator {436}- Lancio host coordinator
org.clever.HostManager.HostCoordinator.HostCoordinator: init 2014-01-14 19:29:37,486 [main] DEBUG Host Coordinator {92}- CLASSPATH= dist/clever.jar
org.clever.HostManager.HostCoordinator.HostCoordinator: init 2014-01-14 19:29:37,527 [main] DEBUG Host Coordinator {125}- ./libraries:/usr/java/packages/lib/i386:/lib:/usr/lib:./libraries
org.clever.HostManager.HostCoordinator.HostCoordinator: init 2014-01-14 19:29:37,527 [main] INFO  Host Coordinator {127}- Initiator created
org.clever.HostManager.HostCoordinator.HostCoordinator: init 2014-01-14 19:29:37,527 [main] INFO  Host Coordinator {137}- 

 valori nuovi caricati: 4 10
org.clever.Common.Communicator.Agent: start 2014-01-14 19:29:37,607 [main] INFO  DispatcherAgentHM {84}- 
istanzio ModuleCommunicator(agentName), dove agentName: DispatcherAgentHm
org.clever.Common.CommunicatorPlugins.Dbus.CommunicatorDbus: init 2014-01-14 19:29:37,674 [main] INFO  DbusCommunicationPlugin {62}- Initializing the Dbus Communication plugin 
org.clever.Common.CommunicatorPlugins.Dbus.CommunicatorDbus: init 2014-01-14 19:29:38,971 [main] INFO  DbusCommunicationPlugin {65}- Creating the connection to the SessionBus 
org.clever.Common.CommunicatorPlugins.Dbus.CommunicatorDbus: init 2014-01-14 19:29:38,972 [main] DEBUG DbusCommunicationPlugin {71}- Creating the Service on Dbus org.clever.Common.CommunicatorPlugins.DispatcherAgentHmHM
org.clever.Common.CommunicatorPlugins.Dbus.CommunicatorDbus: init 2014-01-14 19:29:38,973 [main] DEBUG DbusCommunicationPlugin {74}- Creating the Object on Dbus /org/clever/Common/CommunicatorPlugins/Dbus/CleverDbusInterface/DispatcherAgentHm
org.clever.Common.Communicator.Agent: start 2014-01-14 19:29:38,973 [main] INFO  DispatcherAgentHM {86}- 
nfine istanza ModuleCommunicator
org.clever.Common.XMPPCommunicator.ConnectionXMPP: getHostName 2014-01-14 19:29:38,975 [main] DEBUG XMPPCommunicator {461}- Host name: riccardo
